SentID	Original_file	AFINN	Modals	# of modals	Pos	Neg	Has Negation	Sentence
2958	n	0.6396	{}	0	"[['good', 3]]"	[]	FALSE	"unfortunately , as a writer , mr . montias isn't nearly as good to his crew as he is as a director or actor . "
2959	n	0.37796	{}	0	"[['effective', 2]]"	[]	FALSE	on the right track to something that's creepy and effective . . . it's just going to take more than a man in a bullwinkle costume to get there . 
2960	n	0.78446	{'could': 1}	1	"[['interesting', 2], ['jovial', 2]]"	[]	FALSE	"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team . "
2961	n	-0.55709	{'might': 1}	1	"[['feeling', 1], ['feeling', 1]]"	"[['cheated', -3], ['infuriating', -2]]"	TRUE	"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating . "
2962	n	0	{}	0	[]	[]	FALSE	 . . . this movie has a glossy coat of action movie excess while remaining heartless at its core . 
2963	n	-0.4714	{}	0	"[['like', 2]]"	"[['murder', -2], ['stuck', -2]]"	FALSE	murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together . 
2964	n	0	{}	0	[]	[]	FALSE	"the film is surprisingly well-directed by brett ratner , who keeps things moving well -- at least until the problematic third act . "
2965	n	0	{}	0	[]	[]	FALSE	warmed-over tarantino by way of wannabe elmore leonard . 
2966	n	0.31623	{}	0	"[['good', 3]]"	"[['undermines', -2]]"	FALSE	[sen's] soap opera-ish approach undermines his good intentions . 
2967	n	-0.52223	{'will': 1}	1	"[['funny', 4]]"	"[['hapless', -2], ['victims', -3], ['arrogant', -2]]"	FALSE	"showtime is one of the hapless victims of the arrogant "" if we put together a wry white man and a chatty black man and give them guns , the movie will be funny "" syndrome . "
2968	n	0	{}	0	[]	[]	FALSE	sushi for the connoisseurs of the macabre . 
2969	n	-0.44721	{}	0	[]	"[['waste', -1]]"	FALSE	don't waste your money . 
2970	n	-0.22361	{}	0	[]	"[['deafening', -1]]"	FALSE	"though certainly original in form , altar boys requires a taste for swamp thing-type animation , doubled with a deafening score . "
2971	n	0.68825	{}	0	"[['laughs', 1], ['interesting', 2]]"	[]	FALSE	there aren't many laughs in this interesting study of the cultural mores of georgian jews in tel aviv . 
2972	n	0.35355	{}	0	"[['comedy', 1]]"	[]	TRUE	there's not enough to sustain the comedy . 
2973	n	0.37796	{}	0	"[['like', 2], ['joke', 2]]"	"[['threaten', -2]]"	FALSE	"like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn's breasts , which constantly threaten to upstage the woman sporting them . "
2974	n	-0.6	{'may': 1}	1	[]	"[['no', -1], ['conflict', -2]]"	TRUE	we may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the balkans conflict . 
2975	n	0.60302	{}	0	"[['better', 2]]"	[]	FALSE	you're better off staying home and watching the x-files . 
2976	n	-1.1767	{}	0	"[['like', 2]]"	"[['chaotic', -2], ['ugly', -3], ['awful', -3]]"	FALSE	"chaotic , self-indulgent and remarkably ugly to look at , it's . . . like a series of pretentiously awful student films strung together into one feature-length horror . "
2977	n	0.7303	{}	0	"[['shares', 1], ['clarity', 2], ['big', 1]]"	[]	FALSE	"bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences . "
2978	n	0.58835	{}	0	"[['best', 3]]"	[]	FALSE	this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another . 
2979	n	-0.4264	{'need': 1}	1	[]	"[['problem', -2]]"	FALSE	friday after next has the same problem that next friday did -- it's called where's chris tucker when you need him ? 
2980	n	0	{}	0	"[['like', 2]]"	"[['lack', -2]]"	TRUE	"this film is full of rabbits . brimful . but like most rabbits , it seems to lack substance . "
2981	n	0.75593	{}	0	"[['good', 3], ['respected', 2], ['intelligent', 2]]"	"[['weep', -2], ['crush', -1]]"	FALSE	i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women . 
2982	n	1.02062	{}	0	"[['wishing', 1], ['accomplished', 2], ['ha', 2]]"	[]	FALSE	i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo-ha . 
2983	n	0.22361	{'can': 1}	1	"[['fantastic', 4]]"	"[['no', -1], ['disguise', -1], ['emptiness', -1]]"	FALSE	"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . "
2984	n	-0.75	{'might': 1}	1	[]	"[['cynical', -2], ['lazy', -1]]"	FALSE	a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to . 
2985	n	-0.5164	{'could': 1}	1	"[['yes', 1]]"	"[['bad', -3]]"	FALSE	could the country bears really be as bad as its trailers ? in a word -- yes . 
2986	n	0	{'would': 1}	1	[]	[]	FALSE	if high crimes were any more generic it would have a universal product code instead of a title . 
2987	n	-1.066	{}	0	[]	"[['victim', -3], ['disappointing', -2]]"	FALSE	"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film . "
2988	n	-1.32288	{}	0	[]	"[['no', -1], ['dumb', -3], ['dumb', -3]]"	FALSE	the movie makes absolutely no sense . its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ? 
2989	n	-0.33333	{'could': 1}	1	"[['intelligent', 2]]"	"[['problem', -2], ['forced', -1], ['stopped', -1]]"	FALSE	"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . "
2990	n	0	{}	0	[]	[]	FALSE	"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style . "
2991	n	-0.66667	{}	0	[]	"[['murder', -2]]"	FALSE	murder and mayhem of this sort quickly becomes monotonous . 
2992	n	0.5164	{}	0	"[['like', 2]]"	[]	FALSE	the journey toward redemption feels more like a cinematic experiment than a full-blown movie . 
2993	n	0	{'would': 1}	1	"[['cute', 2]]"	"[['blind', -1], ['no', -1]]"	FALSE	"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered . "
2994	n	0	{}	0	[]	[]	FALSE	the gantzes' interviews tend to let the guys off the hook . 
2995	n	0.3849	{'may': 1}	1	"[['care', 2]]"	[]	TRUE	"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them . "
2996	n	1.17851	{}	0	"[['good', 3], ['important', 2]]"	[]	TRUE	"this is a good movie in spurts , but when it doesn't work , it's at important times . "
2997	n	-0.35355	{}	0	[]	"[['miss', -2]]"	TRUE	"parker probably thinks he's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half-hearted messing-about just makes us miss wilde's still-contemporary play . "
2998	n	-1	{}	0	"[['big', 1], ['significant', 1]]"	"[['worry', -3], ['harm', -2], ['bother', -2]]"	TRUE	"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising . "
2999	n	0.35355	{}	0	"[['natural', 1]]"	[]	FALSE	a tv episode inflated past its natural length . 
3000	n	0	{}	0	[]	[]	TRUE	"involving at times , but lapses quite casually into the absurd . "
3001	n	0	{}	0	[]	[]	FALSE	all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility . 
3002	n	0	{}	0	[]	[]	FALSE	"anemic , pretentious . "
3003	n	-0.5164	{}	0	[]	"[['weird', -2]]"	TRUE	"there are weird resonances between actor and role here , and they're not exactly flattering . "
3004	n	-0.25	{}	0	[]	"[['exposing', -1]]"	FALSE	"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession . "
3005	n	0	{}	0	[]	[]	FALSE	the story . . . is moldy and obvious . 
3006	n	-1.20049	{}	0	[]	"[['drained', -2], ['lack', -2], ['obnoxious', -3]]"	FALSE	"it's drained of life in an attempt to be sober and educational , and yet it's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff . "
3007	n	0.25	{}	0	"[['adore', 3]]"	"[['punish', -2]]"	FALSE	suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star . 
3008	n	-0.28868	{}	0	"[['cute', 2]]"	"[['bad', -3]]"	FALSE	"even if britney spears is really cute , her movie is really bad . "
3009	n	0	{}	0	"[['big', 1], ['futile', 2]]"	"[['liar', -3]]"	FALSE	big fat liar is just futile silliness looking to tap into the kiddie sensibilities . 
3010	n	0.53452	{}	0	"[['like', 2]]"	[]	FALSE	"usually when i get this much syrup , i like pancakes to go with it . "
3011	n	0.25	{}	0	"[['adventure', 2]]"	"[['prevents', -1]]"	FALSE	all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure . 
3012	n	0.2357	{}	0	"[['engages', 1]]"	[]	FALSE	"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism . "
3013	n	-0.2132	{}	0	"[['grace', 1]]"	"[['mess', -2]]"	FALSE	"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up . "
3014	n	-0.2582	{}	0	"[['jokes', 2]]"	"[['bad', -3]]"	FALSE	"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences . "
3015	n	0.83406	{'can': 1}	1	"[['strong', 2], ['energetic', 2]]"	[]	FALSE	"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos . "
3016	n	0	{}	0	[]	[]	FALSE	"a mild , reluctant , thumbs down . "
3017	n	0	{}	0	"[['strong', 2], ['ambitious', 2]]"	"[['unsophisticated', -2], ['scare', -2]]"	FALSE	strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery . 
3018	n	0	{}	0	[]	[]	FALSE	schindler's list it ain't . 
3019	n	1.13389	{}	0	"[['impressive', 3]]"	[]	FALSE	a cinematic sleeping pill of impressive potency . 
3020	n	0	{}	0	[]	[]	FALSE	it's an awfully derivative story . 
3021	n	-0.28868	{}	0	[]	"[['unbelievable', -1]]"	FALSE	"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks . "
3022	n	1.066	{}	0	"[['earnest', 2], ['heartfelt', 3]]"	[]	TRUE	"it's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable . "
3023	n	-0.33333	{}	0	[]	"[['cutting', -1]]"	FALSE	about as cutting-edge as pet rock : the movie . 
3024	n	0	{}	0	[]	[]	FALSE	"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 . "
3025	n	-0.22942	{'will': 1}	1	"[['sweet', 2]]"	"[['leave', -1], ['disappointed', -2]]"	TRUE	not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed . 
3026	n	0.70711	{}	0	"[['feeling', 1], ['like', 2]]"	[]	FALSE	winds up feeling like lots of other quirky movies that try to score hipness points with young adults . 
3027	n	0.92848	{}	0	"[['opportunity', 2], ['breakthrough', 3]]"	[]	FALSE	"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough"
3028	n	0	{}	0	[]	[]	FALSE	"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes . "
3029	n	-0.20412	{}	0	[]	"[['silly', -1]]"	FALSE	the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences . 
3030	n	0.44721	{}	0	"[['greater', 3]]"	"[['lurking', -1]]"	FALSE	"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious . it's painful . "
3031	n	0	{}	0	"[['courage', 2]]"	"[['huckster', -2]]"	FALSE	"pumpkin struts about with "" courage "" pinned to its huckster lapel while a yellow streak a mile wide decorates its back . "
3032	n	-0.57735	{}	0	[]	"[['problems', -2]]"	FALSE	an uneven film dealing with too many problems to be taken seriously . 
3033	n	-0.5	{'could': 1}	1	[]	"[['conflict', -2]]"	FALSE	sheridan . . . smoothes over sources of conflict that could have lent the film a bit more depth . 
3034	n	1.02062	{}	0	"[['sympathetic', 2], ['nice', 3]]"	[]	FALSE	an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding . 
3035	n	0.39223	{'would': 1}	1	"[['sophisticated', 2]]"	[]	FALSE	"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder . . . would be more at home on a daytime television serial . "
3036	n	-0.343	{}	0	"[['charming', 3]]"	"[['disastrous', -3], ['jealous', -2]]"	TRUE	"writer/director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it's disastrous and kate's jealous female friends become downright despicable . "
3037	n	-0.5164	{}	0	[]	"[['unaware', -2]]"	FALSE	[newton]wanders through charlie completely unaware she needs to show some presence and star quality . 
3038	n	-0.5	{}	0	[]	"[['failed', -2]]"	FALSE	"unfortunately , the picture failed to capture me . i found it slow , drab , and bordering on melodramatic . "
3039	n	0	{}	0	[]	[]	TRUE	"a lousy movie that's not merely unwatchable , but also unlistenable . "
3040	n	1.87663	{}	0	"[['best', 3], ['hope', 2], ['chance', 2], ['enjoying', 2]]"	[]	FALSE	the best way to hope for any chance of enjoying this film is by lowering your expectations . then lower them a bit more . 
3041	n	0.18257	{}	0	"[['kind', 2]]"	"[['gray', -1]]"	TRUE	"when not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray's game of chinese whispers with mr bean . "
3042	n	0	{}	0	[]	[]	FALSE	cliches are as thick as the cigarette smoke . 
3043	n	-0.8	{'might': 1}	1	[]	"[['mess', -2], ['ill', -2]]"	FALSE	"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect . "
3044	n	-0.4714	{'should': 1}	1	"[['hope', 2]]"	"[['abandon', -2], ['gloomy', -2]]"	FALSE	"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide . "
3045	n	0.19612	{}	0	"[['comedy', 1]]"	[]	FALSE	"what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film's end , a feminist action fantasy . "
3046	n	-0.80178	{}	0	[]	"[['boring', -3]]"	FALSE	"a grim , flat and boring werewolf movie that refuses to develop an energy level . "
3047	n	-0.65465	{}	0	[]	"[['bad', -3]]"	FALSE	birot's directorial debut ( she co-wrote the script with christophe honoré ) isn't so much bad as it is bland . 
3048	n	0	{}	0	"[['like', 2]]"	"[['grief', -2]]"	FALSE	watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it . 
3049	n	-0.45883	{}	0	[]	"[['suffering', -2]]"	FALSE	enough similarities to gymkata and howie long's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs . 
3050	n	-1.0328	{}	0	[]	"[['disquiet', -2], ['dreaded', -2]]"	FALSE	succeeds in providing a disquiet world the long-dreaded completion of the police academy series . 
3051	n	0.4932	"{'will': 1, 'might': 1}"	2	"[['praise', 3], ['god', 1]]"	"[['affronted', -1]]"	FALSE	"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic . "
3052	n	-0.3849	{'would': 1}	1	[]	"[['dud', -2]]"	FALSE	"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins . "
3053	n	-0.4714	{}	0	"[['laughs', 1]]"	"[['frantic', -1], ['miss', -2]]"	FALSE	"a frantic search for laughs , with a hit-to-miss ratio that doesn't exactly favour the audience . "
3054	n	0.5	{}	0	"[['like', 2], ['interest', 1]]"	"[['fight', -1]]"	FALSE	"like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest . "
3055	n	0	{}	0	[]	[]	FALSE	" "" an entire film about researchers quietly reading dusty old letters . "" "
3056	n	0.7746	{}	0	"[['daring', 2], ['laughs', 1]]"	[]	FALSE	"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs . "
3057	n	-1.17851	{}	0	[]	"[['obsolete', -2], ['irritating', -3]]"	FALSE	"what's at stake in this film is nothing more than an obsolete , if irritating , notion of class . "
3058	n	-0.70711	{}	0	[]	"[['suffer', -2]]"	FALSE	the stories here suffer from the chosen format . 
3059	n	1.15079	{}	0	"[['interest', 1], ['humor', 2], ['fun', 4]]"	[]	FALSE	"while the mystery surrounding the nature of the boat's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun . "
3060	n	-0.4714	{}	0	[]	"[['regret', -2]]"	TRUE	just how extreme are these ops ? i regret to report that these ops are just not extreme enough . 
3061	n	-0.26726	{}	0	[]	"[['forced', -1]]"	FALSE	the actors are forced to grapple with hazy motivations that never come into focus . 
3062	n	0	{'may': 1}	1	[]	[]	TRUE	john leguizamo may be a dramatic actor -- just not in this movie . 
3063	n	-1.06904	{}	0	[]	"[['bizarre', -2], ['nonsense', -2]]"	FALSE	the sequel has turned completely and irrevocably bizarre to the point of utter nonsense . 
3064	n	0.50709	{}	0	"[['kind', 2], ['kind', 2], ['gained', 2]]"	"[['victims', -3]]"	FALSE	"hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world . "
3065	n	-0.43759	{}	0	[]	"[['worst', -3]]"	FALSE	"build some robots , haul 'em to the theatre with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year . "
3066	n	-0.27735	{}	0	[]	"[['rainy', -1]]"	FALSE	rainy days and movies about the disintegration of families always get me down . 
3067	n	0.70711	{}	0	"[['fun', 4]]"	[]	TRUE	" . . . has about 3/4th the fun of its spry 2001 predecessor — but it's a rushed , slapdash , sequel-for-the-sake- of-a-sequel with less than half the plot and ingenuity . "
3068	n	0	{}	0	[]	[]	FALSE	a incompetência de marcus adams como roteirista só é superada por sua péssima direção . 
3069	n	-0.5547	{}	0	"[['comedy', 1]]"	"[['disaster', -2], ['disguised', -1]]"	FALSE	the master of disaster - it's a piece of dreck disguised as comedy . 
3070	n	0	{}	0	[]	[]	FALSE	this isn't a movie ; it's a symptom . 
3071	n	0.89443	{}	0	"[['cute', 2], ['friendly', 2], ['charm', 3]]"	"[['alas', -1]]"	TRUE	"the film has a few cute ideas and several modest chuckles but it isn't exactly kiddie-friendly… alas , santa is more ho-hum than ho-ho-ho and the snowman ( who never gets to play that flute ) has all the charm of a meltdown . "
3072	n	-0.63246	{}	0	[]	"[['insulting', -2]]"	FALSE	"the stupidest , most insulting movie of 2002's first quarter . "
3073	n	0	{'can': 1}	1	[]	[]	TRUE	"it's so underwritten that you can't figure out just where the other characters , including ana's father and grandfather , come down on the issue of ana's future . "
3074	n	0.97014	{}	0	"[['care', 2], ['true', 2]]"	[]	TRUE	a film so tedious that it is impossible to care whether that boast is true or not . 
3075	n	-0.22361	{}	0	"[['spirit', 1], ['humor', 2]]"	"[['violates', -2], ['missing', -2]]"	TRUE	"none of this violates the letter of behan's book , but missing is its spirit , its ribald , full-throated humor . "
3076	n	-1.30931	{}	0	"[['luck', 3]]"	"[['bad', -3], ['bad', -3], ['bad', -3]]"	TRUE	"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script . "
3077	n	0.87287	{}	0	"[['worth', 2], ['funny', 4]]"	"[['disappoints', -2]]"	FALSE	"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat . "
3078	n	-0.70711	{}	0	[]	"[['fails', -2]]"	FALSE	fails to bring as much to the table . 
3079	n	0.22942	{}	0	"[['interest', 1]]"	[]	FALSE	"a film made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick . "
3080	n	0	{}	0	[]	[]	FALSE	disturbingly superficial in its approach to the material . 
3081	n	0	{}	0	[]	[]	TRUE	if you're not the target demographic . . . this movie is one long chick-flick slog . 
3082	n	-1.5	{}	0	[]	"[['hate', -3]]"	FALSE	i hate this movie
3083	n	-0.66667	{}	0	[]	"[['violence', -3], ['empty', -1]]"	FALSE	"it's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo . "
3084	n	0	{}	0	[]	[]	FALSE	"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable . "
3085	n	-0.43759	{}	0	"[['opportunity', 2], ['clever', 2], ['like', 2], ['laugh', 1]]"	"[['kills', -3], ['no', -1], ['violence', -3], ['bad', -3]]"	TRUE	"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability . . . all you have left is a no-surprise series of explosions and violence while banderas looks like he's not trying to laugh at how bad it"
3086	n	-1.33333	{}	0	[]	"[['disaster', -2], ['dud', -2]]"	FALSE	" . . . pitiful , slapdash disaster . a doa dud from frame one . "
3087	n	1.2	{}	0	"[['humor', 2], ['daring', 2], ['glory', 2]]"	[]	TRUE	"jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter's glory days on three's company . "
3088	n	0	{}	0	[]	[]	TRUE	"there are plenty of scenes in frida that do work , but rarely do they involve the title character herself . "
3089	n	1.67126	{}	0	"[['god', 1], ['great', 3], ['interesting', 2], ['matters', 1], ['feeling', 1], ['kind', 2]]"	"[['hard', -1]]"	FALSE	"although god is great addresses interesting matters of identity and heritage , it's hard to shake the feeling that it was intended to be a different kind of film . "
3090	n	-1.04447	{}	0	[]	"[['strange', -1], ['nasty', -3], ['tragic', -2]]"	FALSE	the dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film . first-timer john mckay is never able to pull it back on course . 
3091	n	0	{}	0	[]	[]	FALSE	"distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register . "
3092	n	0	{}	0	[]	[]	TRUE	"godard uses his characters -- if that's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks . "
3093	n	0	{}	0	[]	[]	FALSE	the movie generates plot points with a degree of randomness usually achieved only by lottery drawing . 
3094	n	-0.4264	{}	0	[]	"[['revenge', -2]]"	FALSE	"a predictable , manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal , fireballs and revenge . "
3095	n	0.43644	{}	0	"[['hope', 2]]"	[]	FALSE	"eastwood winces , clutches his chest and gasps for breath . it's a spectacular performance - ahem , we hope it's only acting . "
3096	n	0.22942	{}	0	"[['vitality', 3]]"	"[['suffers', -2]]"	FALSE	the movie suffers from two fatal ailments -- a dearth of vitality and a story that's shapeless and uninflected . 
3097	n	0	{'should': 1}	1	[]	[]	FALSE	"it's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it's just grating . "
3098	n	-0.80178	{}	0	[]	"[['abused', -3]]"	FALSE	"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen . "
3099	n	0.2582	{}	0	"[['love', 3]]"	"[['hopeless', -2]]"	FALSE	"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle"
3100	n	1.41421	{}	0	"[['strong', 2], ['funny', 4]]"	[]	FALSE	"the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically . "
3101	n	0	{}	0	[]	[]	FALSE	"the people in abc africa are treated as docile , mostly wordless ethnographic extras . "
3102	n	2.69408	{}	0	"[['award', 3], ['winning', 4], ['award', 3], ['winning', 4], ['best', 3]]"	"[['sad', -2]]"	FALSE	what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best . 
3103	n	-0.41703	{}	0	[]	"[['no', -1], ['doubt', -1]]"	FALSE	no doubt the star and everyone else involved had their hearts in the right place . where their heads were is anyone's guess . 
3104	n	-0.4714	{}	0	[]	"[['cynic', -2]]"	TRUE	"call me a cynic , but there's something awfully deadly about any movie with a life-affirming message . "
3105	n	0	{}	0	[]	[]	FALSE	"a gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups . "
3106	n	0.57735	{}	0	"[['good', 3]]"	[]	FALSE	"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length . "
3107	n	0	{}	0	[]	[]	FALSE	a painfully slow cliche-ridden film filled with more holes than clyde barrow's car . 
3108	n	0.5547	{}	0	"[['like', 2]]"	[]	FALSE	like leafing through an album of photos accompanied by the sketchiest of captions . 
3109	n	0.62554	{'can': 1}	1	"[['good', 3]]"	[]	FALSE	"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen . "
3110	n	-0.20412	{}	0	"[['top', 2]]"	"[['silly', -1], ['disappointing', -2]]"	FALSE	"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . "
3111	n	0.5164	{}	0	"[['like', 2]]"	[]	FALSE	feels less like a change in [herzog's] personal policy than a half-hearted fluke . 
3112	n	0	{}	0	[]	[]	FALSE	one of the most unpleasant things the studio has ever produced . 
3113	n	0.94281	{'will': 1}	1	"[['excited', 3], ['straight', 1]]"	[]	FALSE	will anyone who isn't a fangoria subscriber be excited that it hasn't gone straight to video ? 
3114	n	0	{}	0	[]	[]	FALSE	a selection of scenes in search of a movie . 
3115	n	-0.34816	{}	0	[]	"[['tragedy', -2]]"	FALSE	"[janey] forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies . "
3116	n	0	{'will': 2}	1	[]	[]	TRUE	"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic . "
3117	n	-0.2	{'should': 1}	1	"[['true', 2]]"	"[['charmless', -3]]"	FALSE	"true to its animatronic roots : . . . as stiff , ponderous and charmless as a mechanical apparatus . . . 'the country bears' should never have been brought out of hibernation . "
3118	n	1.21268	{}	0	"[['fascinating', 3], ['better', 2]]"	[]	FALSE	"[evans is] a fascinating character , and deserves a better vehicle than this facetious smirk of a movie . "
3119	n	0	{}	0	[]	[]	FALSE	"the script's judgment and sense of weight is way , way off . "
3120	n	0.15617	{}	0	"[['wishing', 1]]"	[]	FALSE	"you come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story . "
3121	n	0.3849	{'may': 1}	1	"[['true', 2], ['significant', 1]]"	"[['disguise', -1]]"	TRUE	"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . "
3122	n	0	{}	0	[]	[]	FALSE	a derivative collection of horror and sci-fi cliches . 
3123	n	-0.2357	{}	0	[]	"[['no', -1]]"	FALSE	"loosely speaking , we're in all of me territory again , and , strictly speaking , schneider is no steve martin . "
3124	n	0.39223	{}	0	"[['like', 2]]"	[]	FALSE	"as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four . "
3125	n	0	{}	0	[]	[]	FALSE	"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly . "
3126	n	-1.0328	{}	0	[]	"[['lazy', -1], ['bad', -3]]"	FALSE	just the sort of lazy tearjerker that gives movies about ordinary folk a bad name . 
3127	n	-1	{}	0	[]	"[['tired', -2], ['worse', -3]]"	TRUE	"the redeeming feature of chan's films has always been the action , but the stunts in the tuxedo seem tired and , what's worse , routine . "
3128	n	1.39262	{}	0	"[['importance', 2], ['earnest', 2], ['opportunities', 2], ['smiles', 2]]"	[]	FALSE	"while the importance of being earnest offers opportunities for occasional smiles and chuckles , it doesn't give us a reason to be in the theater beyond wilde's wit and the actors' performances . "
3129	n	0	{}	0	[]	[]	FALSE	has all the scenic appeal of a cesspool . 
3130	n	0	{}	0	[]	[]	FALSE	a rambling ensemble piece with loosely connected characters and plots that never quite gel . 
3131	n	0	{}	0	[]	[]	FALSE	a lifetime movie about men . 
